exp_id,(match_percentage) for 1/30/2025,(match_percentage) for 2/18/2025,(match_percentage) for 2/5/2025,UniqueConcatenate(Protocol)
203556,84,77,95,Affinity_Wilmington
203557,87,80,95,Affinity_Wilmington
203558,53,48,85,Affinity_Wilmington
203559,77,72,96,Affinity_Wilmington
203565,75,65,96,Affinity_Wilmington
203566,84,76,94,Affinity_Wilmington
203567,84,79,94,Affinity_Wilmington
203571,85,40,96,Affinity_Wilmington
203572,84,33,91,Affinity_Wilmington
203575,87,81,95,Affinity_Wilmington
203577,85,79,95,Affinity_Wilmington
203578,88,82,95,Affinity_Wilmington
203580,87,79,96,Affinity_Wilmington
203582,86,79,96,Affinity_Wilmington
203639,87,64,96,Affinity_Wilmington
203640,86,72,89,Affinity_Wilmington
203675,86,69,96,Affinity_Wilmington
203693,79,65,92,Affinity_Wilmington
203728,85,80,94,Affinity_Wilmington
203732,80,74,91,Affinity_Wilmington
203733,92,87,96,Affinity_Wilmington
203737,88,82,94,Affinity_Wilmington
203740,76,63,96,Affinity_Wilmington
203742,87,82,96,Affinity_Wilmington
203747,79,60,96,Affinity_Wilmington
203748,79,60,96,Affinity_Wilmington
203749,74,55,67,Affinity_Wilmington
203752,73,55,69,Affinity_Wilmington
203823,86,59,96,Affinity_Wilmington
203825,87,81,96,Affinity_Wilmington
203831,81,50,96,Affinity_Wilmington
203832,84,73,94,Affinity_Wilmington
203833,84,73,95,Affinity_Wilmington
203836,90,86,96,Affinity_Wilmington
203839,89,77,95,Affinity_Wilmington
203886,86,69,95,Affinity_Wilmington
203914,86,69,96,Affinity_Wilmington
203959,74,36,94,Affinity_Wilmington
203961,60,58,96,Affinity_Wilmington
203963,84,26,93,Affinity_Wilmington
203964,91,20,95,Affinity_Wilmington
203965,80,74,96,Affinity_Wilmington
203984,91,87,96,Affinity_Wilmington
203991,82,69,85,Affinity_Wilmington
203994,85,72,96,Affinity_Wilmington
203995,70,16,93,Affinity_Wilmington
204005,89,85,95,Affinity_Wilmington
204031,87,80,95,Affinity_Wilmington
204047,88,83,95,Affinity_Wilmington
204098,91,88,95,Affinity_Wilmington
204100,91,68,81,Affinity_Wilmington
204107,71,61,90,Affinity_Wilmington
204108,92,82,95,Affinity_Wilmington
204109,81,76,96,Affinity_Wilmington
204110,87,81,95,Affinity_Wilmington
204111,82,80,96,Affinity_Wilmington
204112,72,60,94,Affinity_Wilmington
204113,69,55,94,Affinity_Wilmington
204116,80,64,93,Affinity_Wilmington
204117,80,64,81,Affinity_Wilmington
204144,90,82,93,Affinity_Wilmington
204145,87,82,95,Affinity_Wilmington
204148,89,80,96,Affinity_Wilmington
204149,89,80,96,Affinity_Wilmington
204158,84,76,96,Affinity_Wilmington
204180,72,52,91,Affinity_Wilmington
204181,71,55,89,Affinity_Wilmington
204182,72,52,90,Affinity_Wilmington
204183,74,53,80,Affinity_Wilmington
204184,81,54,96,Affinity_Wilmington
204185,81,65,95,Affinity_Wilmington
204186,93,75,96,Affinity_Wilmington
204187,85,70,95,Affinity_Wilmington
204188,87,82,95,Affinity_Wilmington
204210,89,81,96,Affinity_Wilmington
204265,87,64,96,Affinity_Wilmington
204278,86,81,95,Affinity_Wilmington
204284,88,60,94,Affinity_Wilmington
204296,69,65,95,Affinity_Wilmington
204298,84,77,90,Affinity_Wilmington
204299,84,77,90,Affinity_Wilmington
204300,84,77,95,Affinity_Wilmington
204316,87,71,94,Affinity_Wilmington
204373,89,82,96,Affinity_Wilmington
204381,86,81,95,Affinity_Wilmington
204408,81,75,93,Affinity_Wilmington
204409,81,75,93,Affinity_Wilmington
204420,85,76,95,Affinity_Wilmington
204490,80,75,87,Affinity_Wilmington
204494,85,74,95,Affinity_Wilmington
204509,70,60,91,Affinity_Wilmington
204512,76,50,93,Affinity_Wilmington
204513,86,80,96,Affinity_Wilmington
204514,92,84,95,Affinity_Wilmington
204521,76,70,93,Affinity_Wilmington
204607,86,76,96,Affinity_Wilmington
204620,76,41,96,Affinity_Wilmington
204621,89,80,95,Affinity_Wilmington
204622,89,80,96,Affinity_Wilmington
204638,88,82,91,Affinity_Wilmington
204641,91,87,96,Affinity_Wilmington
204644,90,87,96,Affinity_Wilmington
204667,88,83,95,Affinity_Wilmington
204687,89,75,87,Affinity_Wilmington
204690,86,81,95,Affinity_Wilmington
204705,83,72,95,Affinity_Wilmington
204728,87,57,96,Affinity_Wilmington
204762,88,84,96,Affinity_Wilmington
204773,81,74,96,Affinity_Wilmington
204796,83,79,90,Affinity_Wilmington
204802,86,79,96,Affinity_Wilmington
204805,84,75,90,Affinity_Wilmington
204850,86,60,96,Affinity_Wilmington
204906,90,86,90,Affinity_Wilmington
204908,83,60,95,Affinity_Wilmington
204909,85,77,96,Affinity_Wilmington
204910,92,88,95,Affinity_Wilmington
204912,91,74,92,Affinity_Wilmington
204913,86,80,95,Affinity_Wilmington
204915,90,73,95,Affinity_Wilmington
204940,88,59,81,Affinity_Wilmington
204941,69,58,68,Affinity_Wilmington
205022,89,80,94,Affinity_Wilmington
205023,89,80,94,Affinity_Wilmington
205024,89,80,94,Affinity_Wilmington
205025,89,80,94,Affinity_Wilmington
205032,89,80,94,Affinity_Wilmington
205070,91,78,93,Affinity_Wilmington
205087,84,70,95,Affinity_Wilmington
205088,87,76,96,Affinity_Wilmington
205109,83,72,96,Affinity_Wilmington
205110,79,75,94,Affinity_Wilmington
205117,87,59,81,Affinity_Wilmington
205149,88,84,90,Affinity_Wilmington
205150,72,66,95,Affinity_Wilmington
205171,85,78,95,Affinity_Wilmington
205172,92,75,70,Affinity_Wilmington
205173,84,49,95,Affinity_Wilmington
205174,85,81,96,Affinity_Wilmington
205175,85,74,95,Affinity_Wilmington
205176,85,76,94,Affinity_Wilmington
205191,82,78,95,Affinity_Wilmington
205231,88,66,95,Affinity_Wilmington
205232,90,71,95,Affinity_Wilmington
205236,83,65,96,Affinity_Wilmington
205238,88,84,93,Affinity_Wilmington
205298,86,80,94,Affinity_Wilmington
205308,72,58,94,Affinity_Wilmington
205309,75,63,96,Affinity_Wilmington
205313,85,77,95,Affinity_Wilmington
205323,82,78,96,Affinity_Wilmington
205357,85,78,93,Affinity_Wilmington
205371,89,85,96,Affinity_Wilmington
205394,90,86,96,Affinity_Wilmington
205395,90,86,96,Affinity_Wilmington
205399,69,53,87,Affinity_Wilmington
205400,83,69,93,Affinity_Wilmington
205434,78,74,96,Affinity_Wilmington
205469,69,58,96,Affinity_Wilmington
205470,68,59,94,Affinity_Wilmington
205483,74,59,95,Affinity_Wilmington
205499,83,63,96,Affinity_Wilmington
205529,77,37,95,Affinity_Wilmington
205532,87,73,94,Affinity_Wilmington
205550,74,58,95,Affinity_Wilmington
205559,92,75,92,Affinity_Wilmington
205560,87,60,95,Affinity_Wilmington
205561,85,79,93,Affinity_Wilmington
205562,85,77,95,Affinity_Wilmington
205565,83,74,94,Affinity_Wilmington
205566,82,72,87,Affinity_Wilmington
205570,83,70,96,Affinity_Wilmington
205571,83,76,90,Affinity_Wilmington
205572,84,71,94,Affinity_Wilmington
205582,87,79,90,Affinity_Wilmington
205583,89,82,96,Affinity_Wilmington
205599,86,79,90,Affinity_Wilmington
205600,86,75,96,Affinity_Wilmington
205616,87,83,96,Affinity_Wilmington
205625,82,72,95,Affinity_Wilmington
205628,89,85,96,Affinity_Wilmington
205640,85,67,93,Affinity_Wilmington
205641,85,67,92,Affinity_Wilmington
205646,85,80,95,Affinity_Wilmington
205680,86,78,96,Affinity_Wilmington
205784,82,70,92,Affinity_Wilmington
205795,77,65,91,Affinity_Wilmington
205798,66,51,96,Affinity_Wilmington
205807,83,73,94,Affinity_Wilmington
205933,88,79,96,Affinity_Wilmington
205935,88,80,96,Affinity_Wilmington
205937,88,80,96,Affinity_Wilmington
205944,88,85,96,Affinity_Wilmington
206032,92,84,91,Affinity_Wilmington
206033,93,83,86,Affinity_Wilmington
206034,84,76,95,Affinity_Wilmington
206035,83,72,95,Affinity_Wilmington
206038,82,69,89,Affinity_Wilmington
206039,83,72,93,Affinity_Wilmington
206040,83,70,94,Affinity_Wilmington
206046,91,85,95,Affinity_Wilmington
206090,86,74,96,Affinity_Wilmington
206120,89,85,95,Affinity_Wilmington
206129,88,85,95,Affinity_Wilmington
206131,87,77,96,Affinity_Wilmington
206132,87,77,96,Affinity_Wilmington
206135,88,79,96,Affinity_Wilmington
206138,88,80,96,Affinity_Wilmington
206145,92,79,93,Affinity_Wilmington
206153,85,73,95,Affinity_Wilmington
206154,83,63,93,Affinity_Wilmington
206156,85,76,96,Affinity_Wilmington
206199,91,87,96,Affinity_Wilmington
206246,85,76,96,Affinity_Wilmington
206253,80,75,96,Affinity_Wilmington
206254,85,52,96,Affinity_Wilmington
206265,72,57,81,Affinity_Wilmington
206268,92,90,95,Affinity_Wilmington
206269,90,84,96,Affinity_Wilmington
206290,81,69,95,Affinity_Wilmington
206291,81,74,95,Affinity_Wilmington
206322,83,63,96,Affinity_Wilmington
206353,83,65,89,Affinity_Wilmington
206354,83,65,89,Affinity_Wilmington
206358,83,76,95,Affinity_Wilmington
206359,83,76,94,Affinity_Wilmington
206419,87,79,94,Affinity_Wilmington
206429,84,77,95,Affinity_Wilmington
206430,85,79,96,Affinity_Wilmington
206431,84,76,95,Affinity_Wilmington
206434,86,80,95,Affinity_Wilmington
206436,82,74,86,Affinity_Wilmington
206437,82,69,93,Affinity_Wilmington
206440,84,74,96,Affinity_Wilmington
206512,89,85,72,Affinity_Wilmington
206516,89,86,96,Affinity_Wilmington
206517,91,76,92,Affinity_Wilmington
206522,87,83,96,Affinity_Wilmington
206528,74,60,96,Affinity_Wilmington
206530,76,63,96,Affinity_Wilmington
206541,84,28,93,Affinity_Wilmington
206617,83,18,95,Affinity_Wilmington
206623,87,79,94,Affinity_Wilmington
206678,89,82,95,Affinity_Wilmington
206775,88,80,96,Affinity_Wilmington
206778,89,85,95,Affinity_Wilmington
206807,91,80,75,Affinity_Wilmington
206842,82,68,95,Affinity_Wilmington
206845,84,74,94,Affinity_Wilmington
206851,83,78,96,Affinity_Wilmington
206852,89,33,96,Affinity_Wilmington
206853,81,74,95,Affinity_Wilmington
206854,83,73,95,Affinity_Wilmington
206859,74,57,92,Affinity_Wilmington
206865,88,77,96,Affinity_Wilmington
206866,78,66,94,Affinity_Wilmington
206969,86,79,95,Affinity_Wilmington
206972,90,86,96,Affinity_Wilmington
206974,82,72,95,Affinity_Wilmington
206975,81,71,94,Affinity_Wilmington
206977,84,29,96,Affinity_Wilmington
206979,86,83,96,Affinity_Wilmington
206981,89,85,96,Affinity_Wilmington
206986,85,78,93,Affinity_Wilmington
206987,83,60,95,Affinity_Wilmington
207013,88,79,96,Affinity_Wilmington
207041,85,77,96,Affinity_Wilmington
207054,77,61,93,Affinity_Wilmington
207055,77,61,95,Affinity_Wilmington
207083,82,56,95,Affinity_Wilmington
207091,80,69,96,Affinity_Wilmington
207097,91,76,92,Affinity_Wilmington
207098,87,83,96,Affinity_Wilmington
207099,83,76,96,Affinity_Wilmington
207100,81,75,87,Affinity_Wilmington
207101,83,31,96,Affinity_Wilmington
207102,78,73,75,Affinity_Wilmington
207103,74,59,96,Affinity_Wilmington
207177,92,87,96,Affinity_Wilmington
207179,91,88,96,Affinity_Wilmington
207225,90,85,90,Affinity_Wilmington
207235,88,79,96,Affinity_Wilmington
207239,88,79,91,Affinity_Wilmington
207245,88,82,96,Affinity_Wilmington
207250,89,82,96,Affinity_Wilmington
207251,89,82,95,Affinity_Wilmington
207255,88,77,96,Affinity_Wilmington
207256,88,77,96,Affinity_Wilmington
207293,74,63,96,Affinity_Wilmington
207296,83,78,95,Affinity_Wilmington
207376,76,44,95,Affinity_Wilmington
207390,90,84,95,Affinity_Wilmington
207443,74,60,96,Affinity_Wilmington
207447,88,79,95,Affinity_Wilmington
207496,89,83,95,Affinity_Wilmington
207499,86,79,96,Affinity_Wilmington
207502,80,64,96,Affinity_Wilmington
207574,89,82,96,Affinity_Wilmington
207590,63,49,93,Affinity_Wilmington
207591,82,76,96,Affinity_Wilmington
207595,79,64,95,Affinity_Wilmington
207596,80,65,88,Affinity_Wilmington
207597,65,51,93,Affinity_Wilmington
207600,82,71,96,Affinity_Wilmington
207604,68,61,91,Affinity_Wilmington
207625,88,80,92,Affinity_Wilmington
207626,83,79,94,Affinity_Wilmington
207743,78,59,95,Affinity_Wilmington
207766,71,58,96,Affinity_Wilmington
207779,89,84,96,Affinity_Wilmington
207836,70,45,94,Affinity_Wilmington
207884,84,77,95,Affinity_Wilmington
207885,84,77,96,Affinity_Wilmington
207900,90,82,93,Affinity_Wilmington
207903,88,84,95,Affinity_Wilmington
208031,87,75,93,Affinity_Wilmington
208035,69,55,96,Affinity_Wilmington
208053,81,63,96,Affinity_Wilmington
208055,82,71,84,Affinity_Wilmington
208059,69,62,93,Affinity_Wilmington
208060,78,71,96,Affinity_Wilmington
208062,78,62,95,Affinity_Wilmington
208063,64,50,94,Affinity_Wilmington
208068,85,80,95,Affinity_Wilmington
208073,85,76,94,Affinity_Wilmington
208074,86,77,96,Affinity_Wilmington
208078,79,71,92,Affinity_Wilmington
208088,78,71,93,Affinity_Wilmington
208115,89,73,95,Affinity_Wilmington
208142,90,84,96,Affinity_Wilmington
208174,85,62,92,Affinity_Wilmington
208175,83,76,96,Affinity_Wilmington
208176,81,71,95,Affinity_Wilmington
208178,86,78,91,Affinity_Wilmington
208183,78,71,96,Affinity_Wilmington
208195,89,79,94,Affinity_Wilmington
208201,88,85,96,Affinity_Wilmington
208209,89,85,96,Affinity_Wilmington
208234,84,75,96,Affinity_Wilmington
208245,84,81,95,Affinity_Wilmington
208256,79,73,92,Affinity_Wilmington
208282,87,69,91,Affinity_Wilmington
208325,83,78,96,Affinity_Wilmington
208327,82,75,94,Affinity_Wilmington
208369,90,70,96,Affinity_Wilmington
208479,83,68,83,Affinity_Wilmington
208557,89,72,96,Affinity_Wilmington
208570,88,83,96,Affinity_Wilmington
208608,86,77,87,Affinity_Wilmington
208611,78,62,93,Affinity_Wilmington
208616,84,79,96,Affinity_Wilmington
208624,88,85,96,Affinity_Wilmington
208628,86,76,96,Affinity_Wilmington
208631,82,72,96,Affinity_Wilmington
208640,86,81,96,Affinity_Wilmington
208651,82,68,96,Affinity_Wilmington
208664,76,60,92,Affinity_Wilmington
208665,86,77,92,Affinity_Wilmington
208676,75,63,95,Affinity_Wilmington
208680,75,63,92,Affinity_Wilmington
208681,79,63,94,Affinity_Wilmington
208710,83,68,85,Affinity_Wilmington
208721,86,69,96,Affinity_Wilmington
208722,86,68,96,Affinity_Wilmington
208753,82,80,96,Affinity_Wilmington
208754,73,50,95,Affinity_Wilmington
208769,82,77,89,Affinity_Wilmington
208772,88,60,87,Affinity_Wilmington
208775,80,54,93,Affinity_Wilmington
208776,87,82,96,Affinity_Wilmington
208777,82,73,95,Affinity_Wilmington
208778,87,85,89,Affinity_Wilmington
208780,76,73,90,Affinity_Wilmington
208782,90,84,95,Affinity_Wilmington
208828,72,55,95,Affinity_Wilmington
208837,100,75,75,Affinity_Wilmington
208848,89,80,95,Affinity_Wilmington
208849,92,84,96,Affinity_Wilmington
208850,87,83,96,Affinity_Wilmington
208866,82,77,96,Affinity_Wilmington
208901,79,63,94,Affinity_Wilmington
208924,90,73,91,Affinity_Wilmington
209002,80,70,94,Affinity_Wilmington
209003,63,41,93,Affinity_Wilmington
209015,90,62,75,Affinity_Wilmington
209019,87,83,96,Affinity_Wilmington
209020,85,76,96,Affinity_Wilmington
209054,88,80,92,Affinity_Wilmington
209055,88,80,95,Affinity_Wilmington
209056,88,79,96,Affinity_Wilmington
209081,87,82,94,Affinity_Wilmington
209128,68,66,90,Affinity_Wilmington
209171,85,64,48,Affinity_Wilmington
209172,84,63,62,Affinity_Wilmington
209173,30,59,59,Affinity_Wilmington
209195,30,59,59,Affinity_Wilmington
209218,89,68,82,Affinity_Wilmington
209228,86,70,93,Affinity_Wilmington
209230,83,68,96,Affinity_Wilmington
209261,90,74,94,Affinity_Wilmington
209262,89,77,96,Affinity_Wilmington
209355,86,68,96,Affinity_Wilmington
209375,92,89,96,Affinity_Wilmington
209388,87,79,96,Affinity_Wilmington
209391,87,82,90,Affinity_Wilmington
209392,80,74,96,Affinity_Wilmington
209394,83,75,96,Affinity_Wilmington
209395,83,76,96,Affinity_Wilmington
209398,89,86,96,Affinity_Wilmington
209449,74,53,91,Affinity_Wilmington
209456,80,75,95,Affinity_Wilmington
209468,84,76,96,Affinity_Wilmington
209475,82,75,96,Affinity_Wilmington
209481,82,28,92,Affinity_Wilmington
209491,68,46,94,Affinity_Wilmington
209552,75,67,93,Affinity_Wilmington
209563,74,52,75,Affinity_Wilmington
209588,83,57,87,Affinity_Wilmington
209597,90,79,94,Affinity_Wilmington
209601,84,56,96,Affinity_Wilmington
209602,82,71,96,Affinity_Wilmington
209603,70,54,90,Affinity_Wilmington
209625,86,73,92,Affinity_Wilmington
209628,86,73,88,Affinity_Wilmington
209632,83,76,95,Affinity_Wilmington
209634,72,61,96,Affinity_Wilmington
209646,89,85,96,Affinity_Wilmington
209655,92,88,96,Affinity_Wilmington
209679,71,62,96,Affinity_Wilmington
209680,73,57,95,Affinity_Wilmington
209681,86,80,92,Affinity_Wilmington
209686,90,89,96,Affinity_Wilmington
209687,79,54,59,Affinity_Wilmington
209735,86,70,96,Affinity_Wilmington
209767,89,86,96,Affinity_Wilmington
209855,66,47,94,Affinity_Wilmington
209907,87,85,96,Affinity_Wilmington
209911,91,87,96,Affinity_Wilmington
209935,84,76,96,Affinity_Wilmington
209936,84,76,96,Affinity_Wilmington
209942,74,6,95,Affinity_Wilmington
209946,68,46,94,Affinity_Wilmington
209947,68,46,92,Affinity_Wilmington
209948,82,63,96,Affinity_Wilmington
209978,91,79,91,Affinity_Wilmington
209982,83,73,96,Affinity_Wilmington
210061,86,74,92,Affinity_Wilmington
210087,89,84,93,Affinity_Wilmington
210099,89,72,74,Affinity_Wilmington
210102,90,69,82,Affinity_Wilmington
210117,81,65,96,Affinity_Wilmington
210121,66,59,94,Affinity_Wilmington
210129,85,73,94,Affinity_Wilmington
210140,89,52,96,Affinity_Wilmington
210150,91,88,96,Affinity_Wilmington
210252,80,78,96,Affinity_Wilmington
210254,63,43,93,Affinity_Wilmington
210275,88,81,87,Affinity_Wilmington
210312,78,41,96,Affinity_Wilmington
210313,63,43,93,Affinity_Wilmington
210316,82,28,96,Affinity_Wilmington
210317,57,22,95,Affinity_Wilmington
210360,88,71,89,Affinity_Wilmington
210373,70,51,93,Affinity_Wilmington
210374,72,52,70,Affinity_Wilmington
210387,90,82,96,Affinity_Wilmington
210399,74,62,95,Affinity_Wilmington
210403,80,60,80,Affinity_Wilmington
210404,81,70,96,Affinity_Wilmington
210460,73,64,95,Affinity_Wilmington
210461,69,52,64,Affinity_Wilmington
210466,80,69,95,Affinity_Wilmington
210482,77,73,96,Affinity_Wilmington
210483,73,51,95,Affinity_Wilmington
210484,57,55,95,Affinity_Wilmington
210487,78,61,93,Affinity_Wilmington
210492,72,59,95,Affinity_Wilmington
210503,69,51,65,Affinity_Wilmington
210504,86,71,80,Affinity_Wilmington
210506,74,49,90,Affinity_Wilmington
210509,72,59,94,Affinity_Wilmington
210518,91,87,96,Affinity_Wilmington
210522,88,73,91,Affinity_Wilmington
210528,61,41,92,Affinity_Wilmington
210529,71,56,94,Affinity_Wilmington
210574,76,62,96,Affinity_Wilmington
210580,86,74,95,Affinity_Wilmington
210598,77,73,96,Affinity_Wilmington
210599,62,42,91,Affinity_Wilmington
210609,83,64,92,Affinity_Wilmington
210620,76,60,71,Affinity_Wilmington
210750,88,74,89,Affinity_Wilmington
210754,89,69,93,Affinity_Wilmington
210757,81,53,96,Affinity_Wilmington
210810,87,81,95,Affinity_Wilmington
210811,90,81,89,Affinity_Wilmington
210854,68,50,88,Affinity_Wilmington
210861,79,69,90,Affinity_Wilmington
210926,90,81,96,Affinity_Wilmington
211168,84,31,95,Affinity_Wilmington
211172,89,86,96,Affinity_Wilmington
211195,78,53,71,Affinity_Wilmington
211227,84,76,96,Affinity_Wilmington
211229,90,86,96,Affinity_Wilmington
211300,79,61,90,Affinity_Wilmington
211301,75,46,80,Affinity_Wilmington
211303,80,62,96,Affinity_Wilmington
211335,91,88,96,Affinity_Wilmington
211467,68,57,95,Affinity_Wilmington
211469,87,75,96,Affinity_Wilmington
211656,61,60,96,Affinity_Wilmington
211662,87,83,96,Affinity_Wilmington
211664,87,84,96,Affinity_Wilmington
211718,84,72,90,Affinity_Wilmington
211809,88,71,88,Affinity_Wilmington
211814,84,77,96,Affinity_Wilmington
211816,84,77,94,Affinity_Wilmington
211821,84,29,96,Affinity_Wilmington
211825,74,65,96,Affinity_Wilmington
211915,87,82,55,Affinity_Wilmington
211918,82,63,96,Affinity_Wilmington
212031,89,78,96,Affinity_Wilmington
212032,81,65,96,Affinity_Wilmington
212036,83,70,96,Affinity_Wilmington
212067,84,79,86,Affinity_Wilmington
212068,88,74,89,Affinity_Wilmington
212089,83,75,93,Affinity_Wilmington
212099,87,84,96,Affinity_Wilmington
212101,82,77,96,Affinity_Wilmington
212112,84,76,96,Affinity_Wilmington
212114,85,79,96,Affinity_Wilmington
212132,84,79,95,Affinity_Wilmington
212140,86,65,95,Affinity_Wilmington
212143,84,75,95,Affinity_Wilmington
212147,82,78,95,Affinity_Wilmington
212153,85,79,96,Affinity_Wilmington
212154,84,75,90,Affinity_Wilmington
212155,82,70,86,Affinity_Wilmington
212219,87,81,96,Affinity_Wilmington
212228,84,77,95,Affinity_Wilmington
212382,92,90,96,Affinity_Wilmington
212407,92,80,95,Affinity_Wilmington
212592,88,71,88,Affinity_Wilmington
212594,86,77,89,Affinity_Wilmington
212597,90,86,96,Affinity_Wilmington
212691,82,78,94,Affinity_Wilmington
212953,88,68,89,Affinity_Wilmington
213028,82,73,96,Affinity_Wilmington
213155,84,67,96,Affinity_Wilmington
213251,83,60,95,Affinity_Wilmington
213252,86,80,86,Affinity_Wilmington
213257,86,80,95,Affinity_Wilmington
213258,85,79,95,Affinity_Wilmington
213260,84,61,95,Affinity_Wilmington
213261,83,63,95,Affinity_Wilmington
213762,92,89,96,Affinity_Wilmington
213778,93,45,51,Affinity_Wilmington
213813,93,85,87,Affinity_Wilmington
214030,84,75,95,Affinity_Wilmington
214051,86,78,95,Affinity_Wilmington
214052,86,78,96,Affinity_Wilmington
214053,86,77,95,Affinity_Wilmington
214054,86,77,96,Affinity_Wilmington
214063,88,65,95,Affinity_Wilmington
214064,88,80,94,Affinity_Wilmington
214114,74,62,96,Affinity_Wilmington
214307,80,72,96,Affinity_Wilmington
214309,84,67,82,Affinity_Wilmington
214322,82,70,95,Affinity_Wilmington
214333,76,62,96,Affinity_Wilmington
214334,93,45,51,Affinity_Wilmington
214336,84,67,96,Affinity_Wilmington
214339,74,65,96,Affinity_Wilmington
214345,93,45,51,Affinity_Wilmington
214352,91,73,95,Affinity_Wilmington
214470,84,67,96,Affinity_Wilmington
214508,89,70,95,Affinity_Wilmington
214511,90,87,96,Affinity_Wilmington
214518,87,83,95,Affinity_Wilmington
214528,86,82,95,Affinity_Wilmington
214563,87,81,94,Affinity_Wilmington
214567,88,66,85,Affinity_Wilmington
214569,88,65,96,Affinity_Wilmington
214570,87,77,96,Affinity_Wilmington
214633,89,73,96,Affinity_Wilmington
214636,83,69,94,Affinity_Wilmington
214689,92,44,47,Affinity_Wilmington
214690,87,65,85,Affinity_Wilmington
214957,88,84,96,Affinity_Wilmington
215133,87,63,96,Affinity_Wilmington
215143,80,36,96,Affinity_Wilmington
215144,82,77,95,Affinity_Wilmington
215251,89,76,88,Affinity_Wilmington
215323,87,19,96,Affinity_Wilmington
215427,92,89,96,Affinity_Wilmington
215532,87,68,95,Affinity_Wilmington
215547,69,56,67,Affinity_Wilmington
215618,72,17,94,Affinity_Wilmington
215731,72,17,90,Affinity_Wilmington
215888,88,82,96,Affinity_Wilmington
215917,82,68,93,Affinity_Wilmington
216069,88,77,95,Affinity_Wilmington
216267,83,79,96,Affinity_Wilmington
216348,23,71,95,Affinity_Wilmington
216349,86,80,96,Affinity_Wilmington
216351,88,77,85,Affinity_Wilmington
216356,70,65,95,Affinity_Wilmington
216512,88,69,96,Affinity_Wilmington
216518,84,73,81,Affinity_Wilmington
216522,82,70,86,Affinity_Wilmington
216539,77,71,96,Affinity_Wilmington
216546,92,88,96,Affinity_Wilmington
216614,89,77,93,Affinity_Wilmington
216717,82,67,96,Affinity_Wilmington
216831,76,52,96,Affinity_Wilmington
216832,73,39,91,Affinity_Wilmington
216833,75,64,92,Affinity_Wilmington
216892,89,67,88,Affinity_Wilmington
216928,65,48,76,Affinity_Wilmington
216984,89,81,96,Affinity_Wilmington
216989,82,70,91,Affinity_Wilmington
217019,85,83,54,Affinity_Wilmington
217028,79,31,96,Affinity_Wilmington
217130,84,72,96,Affinity_Wilmington
217139,82,70,85,Affinity_Wilmington
217146,81,49,96,Affinity_Wilmington
217154,74,55,95,Affinity_Wilmington
217251,87,76,95,Affinity_Wilmington
217668,70,47,76,Affinity_Wilmington
217684,67,63,95,Affinity_Wilmington
217686,65,47,92,Affinity_Wilmington
217728,90,88,96,Affinity_Wilmington
217759,77,65,95,Affinity_Wilmington
217808,88,65,87,Affinity_Wilmington
217812,86,80,89,Affinity_Wilmington
217908,89,80,87,Affinity_Wilmington
217962,92,88,79,Affinity_Wilmington
217966,88,82,95,Affinity_Wilmington
218007,89,18,92,Affinity_Wilmington
218014,91,33,92,Affinity_Wilmington
218023,93,84,93,Affinity_Wilmington
218120,85,69,96,Affinity_Wilmington
218182,87,83,89,Affinity_Wilmington
218188,86,70,95,Affinity_Wilmington
218189,73,38,48,Affinity_Wilmington
218210,88,72,96,Affinity_Wilmington
218225,85,77,94,Affinity_Wilmington
218422,80,66,86,Affinity_Wilmington
218430,61,62,92,Affinity_Wilmington
218449,88,84,95,Affinity_Wilmington
218500,92,89,96,Affinity_Wilmington
218572,81,51,96,Affinity_Wilmington
218707,83,72,82,Affinity_Wilmington
218714,89,83,95,Affinity_Wilmington
218716,90,83,94,Affinity_Wilmington
218717,96,81,92,Affinity_Wilmington
218718,96,81,92,Affinity_Wilmington
218720,90,84,94,Affinity_Wilmington
218723,90,84,94,Affinity_Wilmington
218724,82,75,96,Affinity_Wilmington
218730,88,74,92,Affinity_Wilmington
218735,90,84,94,Affinity_Wilmington
218929,90,82,96,Affinity_Wilmington
218940,86,71,93,Affinity_Wilmington
219057,88,73,90,Affinity_Wilmington
219207,90,80,83,Affinity_Wilmington
219227,87,81,96,Affinity_Wilmington
219231,87,82,96,Affinity_Wilmington
219234,65,66,91,Affinity_Wilmington
219235,84,79,96,Affinity_Wilmington
219237,74,50,91,Affinity_Wilmington
219238,70,66,93,Affinity_Wilmington
219308,66,48,90,Affinity_Wilmington
219329,84,69,90,Affinity_Wilmington
219330,86,51,96,Affinity_Wilmington
219493,81,73,68,Affinity_Wilmington
219532,76,66,96,Affinity_Wilmington
219534,45,33,65,Affinity_Wilmington
219709,83,72,95,Affinity_Wilmington
219727,81,69,96,Affinity_Wilmington
219812,85,60,92,Affinity_Wilmington
219814,85,59,81,Affinity_Wilmington
219822,87,73,95,Affinity_Wilmington
219830,90,86,96,Affinity_Wilmington
219963,82,69,96,Affinity_Wilmington
220103,84,59,81,Affinity_Wilmington
220104,85,68,86,Affinity_Wilmington
220109,88,77,75,Affinity_Wilmington
220217,91,86,89,Affinity_Wilmington
220229,88,68,77,Affinity_Wilmington
220230,88,72,96,Affinity_Wilmington
220247,50,71,96,Affinity_Wilmington
220327,84,60,86,Affinity_Wilmington
220354,85,76,96,Affinity_Wilmington
220362,65,63,92,Affinity_Wilmington
220369,70,41,89,Affinity_Wilmington
